artist,genre,score,author
World’s Fair,Rap,6.3,Evan Rytlewski
"Ty Segall, White Fence",Rock,7.8,Evan Minsker
Wild Pink,Rock,8.1,Ian Cohen
Skeletonwitch,Metal,7.9,Zoe Camp
Nurse With Wound,Experimental,8.5,Miles Bowe
Slimmy B,Rap,7.0,Brian Josephs
Jenn Champion,Rock,6.8,Larry Fitzmaurice
Donato Dozzy,Electronic,7.3,Jesse Dorris
"Bruce Springsteen, The E Street Band",Rock,8.8,Sam Sodomsky
Cruel Diagonals,Experimental,7.4,Marc Masters
Luluc,Folk/Country,4.8,Madison Bloom
Laurel Halo,Electronic,8.0,Sasha Geffen
Wet,Pop/R&B,5.2,Olivia Horn 
Meuko! Meuko!,Experimental,7.0,Patrick St. Michel
"Midori Takada, Lafawndah","Experimental,Global",7.6,Jesse Dorris
Dirty Projectors,Rock,7.4,Jazz Monroe
Lotic,Electronic,7.8,Sasha Geffen
S4U,Pop/R&B,7.3,Dean Van Nguyen
Sean Henry,Rock,5.7,Nina Corcoran
Juvenile,Rap,9.4,Paul A. Thompson
DJ Seinfeld,Electronic,6.5,Philip Sherburne
Chastity,Rock,8.0,Stuart Berman
Rosali ,Folk/Country,7.2,Allison Hussey
Okzharp & Manthe Ribane,Electronic,6.0,Ben Cardew
Deafheaven,Metal,8.5,Sam Sodomsky
Body/Head,Rock,8.0,Marc Masters
Tanukichan,Rock,7.7,Margaret Farrell
AGF,Electronic,7.6,Jesse Dorris
Kamasi Washington,Jazz,6.5,Andy Beta
Rizzla,Electronic,7.2,Larry Fitzmaurice
So Stressed,Rock,7.3,Calum Marsh
Westside Gunn,Rap,7.1,Mike Madden
Future,Rap,8.0,Meaghan Garvey
Bjørn Torske,Electronic,6.9,Andy Beta
Haron ,Experimental,8.0,Philip Sherburne
Yung Bans,Rap,6.3,Torry Threadcraft
Meek Mill,Rap,7.2,Sheldon Pearce
Container,Experimental,7.5,Miles Bowe
Alan Braufman,Jazz,7.2,Andy Beta
T. Hardy Morris,Rock,7.6,Stephen M. Deusner
Jim James,Rock,7.6,Stuart Berman
RP Boo,Electronic,7.8,Ben Cardew
Alex Zhang Hungtai,Experimental,7.7,Stuart Berman
"Mika Vainio, Franck Vigroux",Experimental,7.8,Thea Ballard
Mary Margaret O’Hara,Rock,8.5,Laura Snapes
Years & Years,Pop/R&B,6.5,Cameron Cook
"David Sylvian, Holger Czukay","Electronic,Experimental,Global,Rock",6.7,Robert Ham
Hana Vu,Pop/R&B,7.0,Jenn Pelly
Pablo’s Eye,Electronic,8.2,Andy Beta
Carl Stone,Electronic,6.1,Daniel Martin-McCormick
03 Greedo,Rap,8.0,Torii MacAdams
Lil Reek,Rap,7.4,Alphonse Pierre
Florence and the Machine,Pop/R&B,5.7,Katherine St. Asaph
Ned Lagin,Experimental,8.0,Jesse Jarnow
Let’s Eat Grandma,Pop/R&B,8.6,Meaghan Garvey
The Rock*A*Teens,Rock,7.5,Sam Sodomsky
Topdown Dialectic,Electronic,8.0,Philip Sherburne
Drake,Rap,6.9,Jamieson Cox
The Milk Carton Kids,Folk/Country,6.8,Max Savage Levenson
Mark Fell,Electronic,7.4,Alexander Iadarola
Khemmis,Metal,6.8,Zoe Camp
Nirvana,Rock,8.7,Jenn Pelly
John Coltrane,Jazz,8.6,Ben Ratliff
Chris Crofton,Rock,7.4,Stephen M. Deusner
Sink Ya Teeth,Electronic,7.0,Larry Fitzmaurice
Vein,Metal,7.8,Andy O'Connor
Gorillaz,"Electronic,Rock",6.8,Jazz Monroe
Freddie Gibbs,Rap,7.8,Meaghan Garvey
Marshmello ,Electronic,4.2,Larry Fitzmaurice
Dawes,Rock,5.6,Max Savage Levenson
Arp,Electronic,7.6,Philip Sherburne
Death Grips,"Experimental,Rap",7.3,Ian Cohen
MIKE,Rap,7.5,Jayson Greene
Lorenzo BITW,Electronic,6.7,Chal Ravens
Project Pablo,Electronic,5.9,Ben Cardew
Teyana Taylor,Pop/R&B,7.8,Claire Lobenfeld
Best Coast,Rock,7.0,Marc Hogan
M. Geddes Gengras,Experimental,6.9,Philip Sherburne
Blawan,Electronic,7.2,Ben Cardew
A Boogie Wit Da Hoodie,Rap,6.3,Sheldon Pearce
Alice Coltrane,Jazz,8.0,Matthew Kassel
Charlie Looker,Experimental,7.6,Andy O'Connor
Galcher Lustwerk,Electronic,7.7,Kevin Lozano
Gang Gang Dance,Experimental,7.7,Ben Cardew
MorMor,Pop/R&B,8.0,Sasha Geffen
Kate NV,Experimental,8.1,Kevin Lozano
DJ Richard,Electronic,7.8,Philip Sherburne
John Frusciante,Rock,8.0,Sam Sodomsky
Jay Rock,Rap,8.0,Sheldon Pearce
Nine Inch Nails,Rock,8.0,Sam Sodomsky
Gruff Rhys,Rock,7.8,Stuart Berman
Mike Shinoda,Rap,3.8,Stephen Kearse
Kamasi Washington,Jazz,8.8,Nate Chinen
Onyx Collective ,Jazz,7.6,Jay Balfour
Jacquees,Pop/R&B,6.9,Jay Balfour
Yuno,Pop/R&B,7.4,Margaret Farrell
Brendon Anderegg,Electronic,7.4,Philip Sherburne
Rico Nasty,Rap,8.0,Sheldon Pearce
Mourn,Rock,7.7,Larry Fitzmaurice
Johnny Marr,Rock,6.0,Stephen Thomas Erlewine
Matty,Rock,6.6,Jonah Bromwich
Nas,Rap,6.1,Stephen Kearse
Leon Vynehall,Electronic,8.2,Jamieson Cox
Christina Aguilera,Pop/R&B,6.7,Claire Lobenfeld
Melody’s Echo Chamber,Rock,7.1,Ian Cohen
"Beyoncé, JAY-Z","Pop/R&B,Rap",8.2,Briana Younger
R+R=NOW,Jazz,7.0,Marcus J. Moore
Virginia Wing,Pop/R&B,7.8,Laura Snapes
Marisa Anderson,Folk/Country,7.8,Grayson Haver Currin
Chromeo,Electronic,5.7,Jesse Dorris
King Princess,Pop/R&B,7.1,Jackson Howard
Don Cherry,Jazz,6.0,Daniel Martin-McCormick
Tangents,Experimental,7.9,Grayson Haver Currin
Curtis Mayfield,Pop/R&B,9.1,Mychal Denzel Smith
Colin Stetson,Experimental,7.6,Zach Kelly
Dave Matthews Band,Rock,5.0,Jason P. Woodbury
Zeal & Ardor,Metal,7.3,Grayson Haver Currin
"Simon & Garfunkel, Dave Grusin","Rock,Jazz",6.2,Stephen M. Deusner
SOPHIE,Electronic,8.6,Sasha Geffen
Protomartyr,Rock,7.7,Jenn Pelly
Laura Jean,Pop/R&B,6.8,Olivia Horn 
Baba Stiltz,Electronic,6.9,Philip Sherburne
Rolling Blackouts Coastal Fever,Rock,8.1,Stuart Berman
serpentwithfeet,Experimental,8.1,Sasha Geffen
"Ali Shaheed Muhammad, Adrian Younge","Rap,Pop/R&B",6.7,Brian Josephs
Angélique Kidjo,Global,7.7,Andy Beta
"Uniform, The Body",Metal,7.8,Larry Fitzmaurice
Lykke Li,Pop/R&B,6.4,Stacey Anderson
Lily Allen,Pop/R&B,6.3,Madison Bloom
Fetty Wap,Rap,5.4,Sheldon Pearce
Eartheater,Experimental,7.4,Sasha Geffen
Tierra Whack,Rap,8.3,Briana Younger
Jorja Smith ,Pop/R&B,8.1,Jackson Howard
Flasher,Rock,7.9,Ian Cohen
Palberta,Rock,7.8,Marc Masters
"Kanye West, Kid Cudi","Rap,Rock",7.6,Jayson Greene
Proc Fiskal ,Electronic,7.9,Chal Ravens
Shannon Shaw,Rock,7.5,Jenn Pelly
Kadhja Bonet,Pop/R&B,7.7,Stephen Kearse
The Band,Rock,10.0,Steven Hyden
Big Freedia,Rap,6.1,Karas Lamb
The Get Up Kids,Rock,6.7,Ian Cohen
Maps & Atlases,Rock,7.0,Amanda Wicks
Brandon Wardell,Experimental,5.7,Larry Fitzmaurice
Snail Mail,Rock,8.7,Ryan Dombal
LUMP,Experimental,7.7,Madison Bloom
Okay Kaya,Pop/R&B,7.0,Maya-Roisin Slater
YOB,Metal,8.0,Andy O'Connor
Jon Hassell,Experimental,7.3,Robert Ham
Natalie Prass,Rock,7.7,Olivia Horn 
Ghost,,6.1,Zoe Camp
Jesse James Solomon ,Rap,6.8,Ciaran Thapar
Omar Apollo ,Pop/R&B,6.8,Briana Younger
Black Thought ,Rap,7.5,Brian Josephs
Mazzy Star,Rock,7.1,Ben Cardew
Sam Evian,Rock,6.8,Allison Hussey
Neko Case,Folk/Country,7.7,Sam Sodomsky
Prefuse 73,Electronic,5.9,Mehan Jayasuriya
Ben Vince,,7.6,Andy Beta
Ruler,Rock,7.1,Larry Fitzmaurice
Kanye West,Rap,7.1,Meaghan Garvey
Jenny Hval,Experimental,7.9,Abigail Covington
Snow Patrol,Rock,4.8,Ian Cohen
Deeper,Rock,6.9,Larry Fitzmaurice
Hole,Rock,10.0,Sasha Geffen
Oneohtrix Point Never,Experimental,7.8,Sasha Geffen
Bonjay,Electronic,7.4,Chris Randle
Jeremy Enigk,Rock,7.8,Patric Fallon
Âme,Electronic,4.8,Daniel Martin-McCormick
Father John Misty,Rock,8.5,Jeremy D. Larson
Juice WRLD,Rap,6.4,Jay Balfour
Shygirl ,Electronic,7.6,Margaret Farrell
Dear Nora,Rock,7.5,Jay Balfour
Joanne Forman,"Electronic,Experimental",6.8,Andy Beta
J Balvin,Rap,8.0,Matthew  Ismael Ruiz
Clairo,Pop/R&B,7.0,Sasha Geffen
Wooden Shjips,Rock,7.3,Stuart Berman
Shawn Mendes,Pop/R&B,5.1,Jamieson Cox
Chvrches,Pop/R&B,6.3,Laura Snapes
Parliament,Rock,7.3,Sheldon Pearce
Tracyanne & Danny,Rock,7.4,Brian Howe
Klein,Experimental,7.7,Ben Cardew
A$AP Rocky,Rap,6.7,Stephen Kearse
Sudan Archives,Pop/R&B,7.5,Jenn Pelly
DJ Lilocox,Electronic,7.8,Andy Beta
Shy Layers,Electronic,7.9,Philip Sherburne
MIKE,Rap,7.8,Jeff Ihaza
Raekwon,Rap,9.5,Jonah Bromwich
Hatchie ,Rock,7.5,Judy Berman
DJDS,Electronic,7.3,Max Mertens
Shalamar,Pop/R&B,4.2,Ernest Wilkins
Bernice,Pop/R&B,7.5,Ben Cardew
Pusha-T,Rap,8.3,Paul A. Thompson
Johnny Jewel,Electronic,7.0,Larry Fitzmaurice
Kamaal Williams,Jazz,8.0,Dean Van Nguyen
MC Paul Barman,Rap,6.0,Evan Rytlewski
Wand,Rock,7.7,Steven Arroyo
Deerhunter,Rock,7.2,Marc Hogan
BTS,Pop/R&B,7.1,Sheldon Pearce
KYLE,Rap,6.9,Briana Younger
Jim O’Rourke,Experimental,8.0,Philip Sherburne
Lil Baby,Rap,6.6,Evan Rytlewski
Nav,Rap,5.3,Alphonse Pierre
Surgeon,Electronic,7.0,Louis Pattison
Sarah Louise,Folk/Country,7.8,Jesse Jarnow
Courtney Barnett,Rock,7.4,Laura Snapes
Ryley Walker,Folk/Country,7.9,Sam Sodomsky
Moomin,Electronic,6.6,Philip Sherburne
Jennifer Castle,Folk/Country,7.6,Erin Osmon
Parquet Courts,Rock,8.0,Mike Powell
Wax Idols,Rock,7.1,Sasha Geffen
"Now, Now",Pop/R&B,7.1,Olivia Horn 
Wax Chattels,Rock,6.5,David Glickman
Aretha Franklin,Pop/R&B,9.0,Nick Marino
Bruce Springsteen,Rock,9.5,Sam Sodomsky
Buck Meek,Folk/Country,7.2,Allison Hussey
Sen Morimoto,Jazz,7.7,Jonah Bromwich
Quiet Slang,Rock,5.4,Ian Cohen
Stephen Malkmus and the Jicks,Rock,8.0,Evan Rytlewski
GAS,Electronic,7.8,Daniel Martin-McCormick
Patrick Paige II,Pop/R&B,7.5,Jackson Howard
Frog Eyes,Rock,7.7,Calum Marsh
Mary Lattimore,Experimental,7.8,Kevin Lozano
Skee Mask,Electronic,8.6,Ezra Marcus
City Girls,Rap,6.5,Claire Lobenfeld
At the Gates,Metal,7.3,Andy O'Connor
"oOoOO,  Islamiq Grrrls",Electronic,6.8,Chal Ravens
Playboi Carti,Rap,8.5,Evan Rytlewski
Mark Kozelek,Rock,6.8,Ian Cohen
Okkervil River,Rock,6.9,Brad Shoup
"David Grubbs, Taku Unami",Experimental,7.6,Philip Sherburne
Autechre,Electronic,8.2,Andrew Nosnitsky
The Body,Metal,7.8,Nina Mashurova
Illuminati Hotties,Rock,7.3,Larry Fitzmaurice
Lorde Fredd33,Rap,7.5,Mehan Jayasuriya
Arctic Monkeys,Rock,8.1,Jazz Monroe
Tee Grizzley,Rap,6.4,Brian Josephs
Slow Mass,Rock,7.5,Ian Cohen
Ssion,Rock,7.7,Cameron Cook
Bob Dylan,Rock,9.4,Grayson Haver Currin
The Sea and Cake,Rock,7.5,Stuart Berman
Ski Mask the Slump God,Rap,7.9,Dean Van Nguyen
Bali Baby,Rap,7.4,Sheldon Pearce
Barely March,Rock,7.5,Ian Cohen
Beach House,Rock,8.9,Jayson Greene
Simian Mobile Disco,Electronic,7.5,Larry Fitzmaurice
Junglepussy,Rap,7.5,Jackson Howard
Aïsha Devi,Electronic,7.4,Sasha Geffen
Lucas,Electronic,7.0,Mehan Jayasuriya
Jon Hopkins,Electronic,8.3,Brian Howe
Damien Jurado,Rock,8.0,Grayson Haver Currin
BlocBoy JB ,Rap,7.7,Paul A. Thompson
Ben LaMar Gay,Jazz,7.9,Andy Beta
Amber Mark ,Pop/R&B,8.0,Jamieson Cox
Horse Feathers,Rock,7.1,Max Savage Levenson
Desiigner,Rap,4.6,Torii MacAdams
YoungBoy Never Broke Again,Rap,6.9,Sheldon Pearce
Rae Sremmurd,Rap,8.1,Sheldon Pearce
Belly,Rock,7.2,Alfred Soto
Jacques Greene,Electronic,6.9,Megan Buerger
Leon Bridges,Pop/R&B,7.2,Olivia Horn 
Iceage,Rock,8.6,Jenn Pelly
Brian Eno,Experimental,8.0,Jesse Jarnow
Paul White,"Experimental,Rap,Rock",7.9,Jonah Bromwich
Joe Armon-Jones,Jazz,7.5,Phillip Mlynar
Public Image Ltd,Rock,9.3,Vivien Goldman
"Venetian Snares, Daniel Lanois","Electronic,Rock",6.9,Andy Beta
Middle Kids,Rock,6.8,Stuart Berman
Le1f,Rap,6.9,Cameron Cook
Domenico Lancellotti,"Global,Jazz",7.5,Marty Sartini Garner
DJ Koze,Electronic,8.8,Mark Richardson
Eleanor Friedberger,Rock,8.1,Jonah Bromwich
Cuco,Pop/R&B,7.4,Evan Rytlewski
Lucrecia Dalt,Experimental,8.0,Philip Sherburne
Chris Reimer,Rock,7.5,Stuart Berman
Post Malone,Rap,5.6,Evan Rytlewski
Charge It to the Game,Rap,6.8,Mike Madden
Poo Bear,Pop/R&B,4.6,Katherine St. Asaph
Cut Worms ,Rock,7.2,Nina Corcoran
Liz Phair,Rock,10.0,Amanda Petrusich
Duppy Gun,Experimental,7.4,Thea Ballard
DJ Healer,Electronic,8.2,Drew Gaerig
Tove Styrke,Pop/R&B,7.5,Margaret Farrell
Janelle Monáe,Pop/R&B,7.7,Rahawa Haile
The Armed,Rock,8.1,Brandon Stosuy
Buzzy Lee,Pop/R&B,6.6,Jay Balfour
Minami Deutsch,Rock,7.0,Patrick St. Michel
Grouper,Experimental,7.8,Meaghan Garvey
Elysia Crampton,Experimental,7.6,Sasha Geffen
"Van Morrison, Joey DeFrancesco","Rock,Jazz",7.0,Stephen Thomas Erlewine
Wata Igarashi,Electronic,7.5,Andy Beta
Built to Spill,Rock,9.2,Steve Kandell
Captain Beefheart and His Magic Band,Experimental,10.0,Marc Masters
"Del the Funky Homosapien, Amp Live ",Rap,7.4,Phillip Mlynar
Nines,Rap,7.5,Ciaran Thapar
Steven Julien,Electronic,7.1,Ben Cardew
Forth Wanderers,Rock,7.7,Kevin Lozano
Speedy Ortiz,Rock,7.4,Alfred Soto
Dylan Carlson,Metal,6.7,Grayson Haver Currin
PeeWee Longway,Rap,6.7,Torii MacAdams
DJ Bone,Electronic,7.1,Chal Ravens
Sleep,Metal,8.4,Grayson Haver Currin
Ashley Monroe,Folk/Country,7.7,Stephen M. Deusner
Smoke DZA,Rap,7.3,Sheldon Pearce
The Caretaker,Electronic,7.9,Miles Bowe
Half Waif,Pop/R&B,7.8,Sasha Geffen
"Sting, Shaggy","Rock,Pop/R&B",4.8,Evan Rytlewski
Kimbra,Pop/R&B,5.9,Eve Barlow
Gang of Four,Rock,5.7,Brad Shoup
J. Cole,Rap,6.3,Jonah Bromwich
Panopticon,Metal,7.3,Zoe Camp
Ras G & the Afrikan Space Program,Electronic,6.7,Andy Beta
Denmark Vessey,Rap,6.4,Stephen Kearse
A Perfect Circle,Rock,4.9,Zoe Camp
DRINKS,Rock,8.0,Jenn Pelly
Ricky Eat Acid,Electronic,7.9,Madison Bloom
Yazan,Rock,6.8,Nina Corcoran
Jonathan Richman,Rock,8.7,Marc Hogan
The National,Rock,6.0,Ian Cohen
"Smokepurpp, Murda Beatz",Rap,4.8,Sheldon Pearce
Shuggie Otis,Rock,4.6,Robert Ham
Post Animal,Rock,6.9,Larry Fitzmaurice
John Maus,"Experimental,Rock",7.4,Evan Rytlewski
Alexis Taylor,Electronic,6.8,Jesse Dorris
International Harvester,Rock,8.4,Marc Masters
"nothing,nowhere.",Rap,5.6,Austin Brown
Tinashe,Pop/R&B,6.8,Eric Torres
"Robert Glasper, Kaytranada","Jazz,Pop/R&B",6.7,Dean Van Nguyen
Littlebabyangel,Pop/R&B,7.3,Max Mertens
Lena Willikens,Electronic,7.8,Philip Sherburne
Mouse on Mars,Electronic,7.6,Mark Richardson
Princess Nokia,Rap,5.9,Melissa Giannini
Ross From Friends,Electronic,7.1,Ezra Marcus
Daniel Avery,Electronic,6.7,Patric Fallon
Neil Young,Rock,8.3,Erin Osmon
War On Women,Rock,7.6,Jenn Pelly
Sarah Davachi,Electronic,7.5,Chal Ravens
GUM,Rock,7.2,Stuart Berman
Mr. Fingers,Electronic,7.4,Philip Sherburne
King Tuff,Rock,6.5,Stuart Berman
µ-Ziq,Electronic,5.8,Andy Beta
Florentino ,Electronic,7.3,Whitney  Wei
Eminem,Rap,9.4,Jeremy D. Larson
Anna & Elizabeth,Experimental,7.2,Stephen M. Deusner
Kwes,Experimental,7.5,Philip Sherburne
"E-40, B-Legit",Rap,6.7,Torii MacAdams
John Prine,Folk/Country,7.6,Kaleb Horton
A Place to Bury Strangers,Rock,5.3,Sasha Geffen
Françoise Hardy,Pop/R&B,6.5,Jazz Monroe
Eels,Rock,3.0,Ian Cohen
Saba,Rap,8.7,Sheldon Pearce
Cavalier,Rap,7.5,Paul A. Thompson
Husalah,Rap,7.2,Jay Balfour
Say Sue Me ,Rock,6.8,Steven Arroyo
Kali Uchis,Pop/R&B,8.6,Julianne Escobedo Shepherd
Lil Xan,Rap,4.7,Meaghan Garvey
Mind Over Mirrors,Experimental,8.0,Grayson Haver Currin
Tom Misch,,6.5,Jonah Bromwich
Cardi B,Rap,8.7,Sheldon Pearce
Flatbush Zombies,Rap,7.1,Stephen Kearse
Makeness,Electronic,7.2,Stuart Berman
Project Pablo,Electronic,6.7,Andy Beta
Unknown Mortal Orchestra,Rock,7.0,Jazz Monroe
Glasser,Electronic,7.8,Sasha Geffen
Rich the Kid,Rap,6.6,Frankie Caracciolo
Goat Girl ,Rock,7.5,Eve Barlow
Johnny Cash,Folk/Country,8.2,Kaleb Horton
Dr. Octagon,Rap,6.7,Ben Cardew
Zeke,Rock,7.7,Andy O'Connor
Tink,Pop/R&B,6.3,Claire Lobenfeld
Paul de Jong,Experimental,5.5,Daniel Martin-McCormick
Hop Along,Rock,8.0,Jayson Greene
The Wonder Years,Rock,7.1,Luke O'Neil
Wye Oak,Rock,8.0,Brad Shoup
Hinds,Rock,7.4,Stuart Berman
Kylie Minogue,Pop/R&B,5.4,Ben Cardew
The Voidz,Rock,6.9,Stuart Berman
Chris Carter,Electronic,8.0,Jesse Dorris
Empath,Rock,8.1,Judy Berman
Lil Durk,Rap,7.3,Dean Van Nguyen
"Jean Grae, Quelle Chris",Rap,8.4,Sheldon Pearce
Daphne & Celeste,Pop/R&B,7.0,Cameron Cook
The Shacks,Rock,6.1,Margaret Farrell
The Weeknd,Pop/R&B,6.5,Larry Fitzmaurice
Lindi Ortega,Folk/Country,7.4,Stephen M. Deusner
Warm Bodies,Rock,7.7,Evan Minsker
Kacey Musgraves,Folk/Country,8.7,Sam Sodomsky
Sevdaliza,Pop/R&B,7.0,Katherine St. Asaph
Hayley Kiyoko,Pop/R&B,6.0,Laura Snapes
"Czarface, MF DOOM",Rap,6.4,Mehan Jayasuriya
Neneh Cherry,Pop/R&B,8.0,Maura Johnston
The Cars,Rock,6.9,Alfred Soto
"No Joy, Sonic Boom","Rock,Electronic",5.8,Nina Corcoran
The Messthetics,Rock,7.4,Stuart Berman
Entourage,Experimental,7.6,Grayson Haver Currin
Amen Dunes,Rock,8.6,Sam Sodomsky
Stars of the Lid,Electronic,7.7,Andy Beta
Sons of Kemet,Jazz,7.6,Madison Bloom
SAINt JHN,Rap,6.9,Briana Younger
Mary Halvorson,Jazz,8.1,Seth Colter Walls
Frankie Cosmos,Rock,7.8,Jenn Pelly
Toni Braxton,Pop/R&B,6.8,Claire Lobenfeld
Oklou,Pop/R&B,6.7,Jamieson Cox
Don Q,Rap,5.2,Stephen Kearse
"Neil Young, Promise of the Real",Rock,6.0,Stephen Thomas Erlewine
Mark Pritchard,Electronic,7.6,Ben Cardew
Trouble,Rap,7.8,Jackson Howard
"Miles Davis, John Coltrane",Jazz,8.3,Andy Beta
Chloe x Halle,Pop/R&B,7.6,Briana Younger
The Maghreban,Electronic,7.2,Philip Sherburne
Alice Bag,Rock,7.4,Nina Corcoran
Diplo,Electronic,7.4,Jonah Bromwich
Holger Czukay,Experimental,9.0,Daniel Martin-McCormick
Sunflower Bean,Rock,6.4,Ian Cohen
"Shuta Hasunuma, U-zhaan",Experimental,7.4,Steven Arroyo
The Kinks,Rock,9.3,Luc Sante
Tom Waits,Rock,8.7,Stephen M. Deusner
Cavern of Anti-Matter,Rock,7.7,Ben Cardew
Takecha,Electronic,7.2,Jesse Weiss
Habibi,Rock,6.8,Vrinda Jagota
Jack White,Rock,4.7,Jayson Greene
Lolina,Experimental,8.0,Sasha Geffen
"Ursula K. Le Guin, Todd Barton",Experimental,8.3,Rebecca Bengal
Bonny Doon,Rock,6.3,Calum Marsh
Preoccupations,Rock,7.6,Sasha Geffen
PRhyme,Rap,6.1,Jonah Bromwich
Bishop Nehru,Rap,6.2,Dean Van Nguyen
Kash Doll,Rap,6.1,Brian Josephs
Rich Homie Quan,Rap,7.7,Sheldon Pearce
Saweetie,Rap,6.7,Briana Younger
Caroline Says,Folk/Country,7.5,Jillian Mapes
Murs,Rap,6.8,Evan Rytlewski
Yo La Tengo,Rock,7.6,Eric Harvey
Gulfer,Rock,7.4,Ian Cohen
Hell to Pay,Metal,7.2,Andy O'Connor
George FitzGerald,Electronic,6.4,Philip Sherburne
The Decemberists,Rock,6.1,Evan Rytlewski
Hot Snakes,Rock,7.7,Stuart Berman
Chuck Strangers,Rap,7.4,Dean Van Nguyen
Will Long,Electronic,6.2,Andy Beta
Bruce Springsteen,Rock,10.0,Mark Richardson
Meshell Ndegeocello,Pop/R&B,7.8,Brad Nelson
Oneida,Rock,7.4,Dale W Eisinger
Jeremih,Pop/R&B,5.2,Claire Lobenfeld
Killy,Rap,6.8,Michelle Kim
Mount Eerie,Rock,8.5,Sam Sodomsky
The Neighbourhood,Rock,4.7,Ian Cohen
Young Fathers,Rap,7.3,Sheldon Pearce
"Dungen, Woods",Rock,7.6,Grayson Haver Currin
Essaie Pas,Electronic,7.7,Max Mertens
03 Greedo,Rap,8.0,Paul A. Thompson
Logic,Rap,6.7,Evan Rytlewski
Park Jiha,Jazz,7.0,Natalie Weiner
Jonny Greenwood,Experimental,7.8,Philip Sherburne
August Greene,Pop/R&B,6.5,Phillip Mlynar
Caroline Rose,Rock,7.6,Calum Marsh
Of Montreal,Rock,7.2,Judy Berman
Smerz,Pop/R&B,8.1,Jamieson Cox
DJ Nigga Fox,Electronic,8.0,Philip Sherburne
CRZKNY,Electronic,6.6,Patrick St. Michel
David Byrne,Rock,5.8,Evan Rytlewski
Kraus,Rock,7.3,Ian Cohen
Mozzy,Rap,6.8,Paul A. Thompson
Haley Heynderickx,Folk/Country,7.3,Olivia Horn 
8ULENTINA,Electronic,7.5,Thea Ballard
Miles Davis,Jazz,9.6,Andy Beta
Moby,Electronic,5.7,Sasha Geffen
Joan Baez,Rock,7.4,Stephen M. Deusner
Nap Eyes,Rock,7.6,Stuart Berman
Lil Yachty,Rap,5.8,Sheldon Pearce
Ed Schrader’s Music Beat,Rock,7.4,Nina Corcoran
Ronny J,Rap,6.8,Mehan Jayasuriya
Ilsa,Metal,7.2,Zoe Camp
Andrew W.K.,Rock,6.6,Steve Kandell
Valee,Rap,7.4,Torii MacAdams
Lost Girls,Experimental,7.6,Jenn Pelly
Elucid,Rap,7.7,Paul A. Thompson
Tory Lanez,Rap,5.5,Sheldon Pearce
Camp Cope,Rock,7.8,Melissa Giannini
Roc Marciano,Rap,8.0,Phillip Mlynar
P. Adrix,Electronic,7.4,Megan Buerger
Titus Andronicus,Rock,5.9,Evan Rytlewski
Lucy Dacus,Rock,8.1,Sasha Geffen
Seun Kuti & Egypt 80,Jazz,7.6,Phillip Mlynar
"Keiji Haino, Sumac","Experimental,Metal",7.3,Andy O'Connor
Soccer Mommy,Rock,8.4,Jenn Pelly
E Ruscha V,Electronic,7.7,Philip Sherburne
The Men,Rock,6.6,Stuart Berman
DJ Taye ,Electronic,7.8,Meaghan Garvey
Tracey Thorn,Pop/R&B,8.0,Laura Snapes
Scarface,Rap,9.3,Hanif Abdurraqib
Spacemen 3,Experimental,6.6,Michael Hann
Peggy Gou,Electronic,7.7,Philip Sherburne
Suuns,Rock,7.4,Ryan Burleson
Dedekind Cut,Experimental,7.2,Andy Beta
The Breeders,Rock,7.1,Maura Johnston
Superorganism ,Pop/R&B,7.8,Ben Cardew
Charlotte Day Wilson,Pop/R&B,6.7,Jay Balfour
A.A.L (Against All Logic) ,Electronic,8.8,Andrew Gaerig
Bad Gyal,Pop/R&B,6.2,Philip Sherburne
Towkio,Rap,5.8,Jonah Bromwich
The Lovely Eggs,Rock,7.0,Katherine St. Asaph
Turnstile,Rock,5.4,Sam Lefebvre
Vundabar,Rock,7.5,Margaret Farrell
FRIGS,Rock,6.7,Madison Bloom
Joji,Pop/R&B,5.2,Michelle Kim
"Laurie Anderson, Kronos Quartet",Experimental,7.7,Jenn Pelly
S. Carey,Rock,6.4,Ryan Burleson
Ryuichi Sakamoto,Electronic,6.3,Daniel Martin-McCormick
Dabrye,Rap,7.0,Max Mertens
SOB X RBE,Rap,8.3,Paul A. Thompson
John B. McLemore,Electronic,6.8,Kevin Lozano
Lo Moon,Rock,5.0,Ian Cohen
Black Milk,Rap,7.4,Jay Balfour
Starchild & the New Romantic,Pop/R&B,7.2,Matthew  Ismael Ruiz
Sublime,Rock,5.6,Evan Rytlewski
Nipsey Hussle,Rap,7.8,Sheldon Pearce
Hailu Mergia,Global,8.0,Jazz Monroe
Johanna Warren,Folk/Country,7.0,Sam Sodomsky
Joey Dosik,Pop/R&B,6.3,Jay Balfour
Digable Planets,Rap,8.7,Sheldon Pearce
Screaming Females,Rock,8.0,Brad Shoup
Moneybagg Yo,Rap,7.2,Jackson Howard
Tyga,Rap,3.3,Torii MacAdams
Ludwig Göransson,Experimental,7.6,Brian Josephs
Kodak Black,Rap,5.0,Briana Younger
Loma,Rock,7.8,Sasha Geffen
American Nightmare,"Metal,Rock",7.3,Luke O'Neil
Superchunk,Rock,8.1,Steve Kandell
Belle and Sebastian,Rock,7.2,Stuart Berman
Everything Is Recorded,Electronic,7.2,Andy Beta
Wild Beasts,Rock,6.6,Sam Sodomsky
U.S. Girls,Pop/R&B,8.6,Jonah Bromwich
